0.000000e+000	-1.035082e+001	-2.385632e+001	-1.253692e+001
1.000000e+000	-1.035072e+001	-2.065080e+001	-1.250372e+001
2.000000e+000	-1.035043e+001	-1.659383e+001	-1.240569e+001
3.000000e+000	-1.034993e+001	-1.361668e+001	-1.224732e+001
4.000000e+000	-1.034925e+001	-1.139830e+001	-1.203537e+001
5.000000e+000	-1.034836e+001	-9.677342e+000	-1.177803e+001
6.000000e+000	-1.034728e+001	-8.303380e+000	-1.148404e+001
7.000000e+000	-1.034600e+001	-7.186983e+000	-1.116195e+001
8.000000e+000	-1.034452e+001	-6.271888e+000	-1.081961e+001
9.000000e+000	-1.034285e+001	-5.520941e+000	-1.046390e+001
1.000000e+001	-1.034098e+001	-4.908702e+000	-1.010057e+001
1.100000e+001	-1.033891e+001	-4.417313e+000	-9.734330e+000
1.200000e+001	-1.033665e+001	-4.034098e+000	-9.368894e+000
1.300000e+001	-1.033419e+001	-3.750095e+000	-9.007138e+000
1.400000e+001	-1.033153e+001	-3.559152e+000	-8.651233e+000
1.500000e+001	-1.032868e+001	-3.457361e+000	-8.302776e+000
1.600000e+001	-1.032562e+001	-3.442731e+000	-7.962907e+000
1.700000e+001	-1.032237e+001	-3.515025e+000	-7.632410e+000
1.800000e+001	-1.031893e+001	-3.675743e+000	-7.311792e+000
1.900000e+001	-1.031528e+001	-3.928239e+000	-7.001345e+000
2.000000e+001	-1.031144e+001	-4.278007e+000	-6.701206e+000
2.100000e+001	-1.030740e+001	-4.733166e+000	-6.411391e+000
2.200000e+001	-1.030316e+001	-5.305262e+000	-6.131826e+000
2.300000e+001	-1.029872e+001	-6.010550e+000	-5.862378e+000
2.400000e+001	-1.029409e+001	-6.872099e+000	-5.602866e+000
2.500000e+001	-1.028925e+001	-7.923349e+000	-5.353081e+000
2.600000e+001	-1.028422e+001	-9.214422e+000	-5.112793e+000
2.700000e+001	-1.027899e+001	-1.082398e+001	-4.881764e+000
2.800000e+001	-1.027356e+001	-1.288273e+001	-4.659747e+000
2.900000e+001	-1.026793e+001	-1.561931e+001	-4.446499e+000
3.000000e+001	-1.026210e+001	-1.939347e+001	-4.241776e+000
3.100000e+001	-1.025607e+001	-2.357082e+001	-4.045342e+000
